Day,Team + ID,Team,TeamID,Assists,BlockedShots,DefensiveRebounds,DoubleDoubles,EffectiveFieldGoalsPercentage,FieldGoalsAttempted,FieldGoalsPercentage,FreeThrowsPercentage,OffensiveRebounds,PersonalFouls,PlusMinus,Points,Possessions,Rebounds,Steals,ThreePointersPercentage,TripleDoubles,TrueShootingPercentage,Turnovers,TwoPointersPerctenage
11/29/2019,ORL5,ORL,5,1.7,1.1,12.4,0,12.2,24.8,11,25.9,1.3,1.9,-11.1,26.4,30.5,16.5,1,2.4,0,14.7,2.2,13
11/29/2019,NO23,NO,23,1.9,0.3,11.8,0,16.1,27.7,14.2,22.7,0.7,1.2,-8,33.1,31.9,14,0.8,2.9,0,17.2,1.3,18.2
11/29/2019,LAC28,LAC,28,2.3,0.5,12.4,0,14.5,29.3,12.4,31.8,0.9,1.7,-15.9,30.8,31.5,15.3,0.6,11.6,0,15.8,1.4,12.9
11/29/2019,MEM21,MEM,21,2.2,0.8,12.7,0.1,14.2,29.9,12.5,18.7,1.5,1.7,-14.3,29.9,30.2,17.5,0.1,3,0,14.7,1.1,14.3
11/29/2019,WAS1,WAS,1,2.5,0.2,10.2,0,14.2,30.5,12.6,28.5,1.3,2.3,-35,32.8,33.9,14.3,1,2.7,0,15.7,1.7,15.1
11/29/2019,PHI7,PHI,7,2.2,1,12.1,0.1,15,22.9,13.7,25.4,0.8,2.3,3,32.1,30.3,14.6,0.5,2.7,0,17.9,1.6,16.6
11/29/2019,TOR10,TOR,10,2.1,0.4,11.1,0.1,13.6,26.7,11.7,19.3,1.1,2,11.1,28.6,30.5,14.6,1.6,2.9,0,14.8,1.3,13.8
11/29/2019,CHI11,CHI,11,2.4,0.2,11.4,0,14.5,29.9,12.2,21.6,1.1,2.2,-6.4,32.8,32,14.9,0.8,11.7,0,15.6,1.1,12.5
11/29/2019,IND13,IND,13,1.9,0.6,10.5,0.1,14.5,29.3,13.5,23.8,0.9,2,0.5,33.4,34.3,13.4,1.2,2.3,0,16,1.5,15.9
11/29/2019,BOS9,BOS,9,1.6,0.7,10.2,0,15.7,29.6,14,24.2,1.6,1.4,-8,34,32.4,15.3,1.1,10.2,0,16.7,1.9,15.6
11/29/2019,DET14,DET,14,2.7,0.4,3.1,0.1,18.4,26.4,15.7,15.9,1.4,1.6,-4.8,34,27.9,14.3,0.5,13.6,0,18.5,1.3,17.2
11/29/2019,UTA17,UTA,17,1.8,0.2,13,0.1,14.7,30.2,12.7,25.1,1.1,1.5,14.3,32.8,30.2,16.5,0.8,10.9,0,15.8,0.5,13.8
11/29/2019,CLE12,CLE,12,10.2,0.1,10.5,0.1,18.8,28,15.9,15.9,0.8,2.2,-14.3,35,31.2,13,0.7,15.9,0,18.9,1.4,15.9
11/29/2019,CHA2,CHA,2,2.6,0.6,2.6,0,19.1,26.4,15.3,23.3,1.1,1.7,1.5,35,27.9,11.8,0.8,15.9,0,19.6,1,14.9
11/29/2019,PHO29,PHO,29,2.9,0.3,11.4,0.1,16.4,29.6,14,22.9,1.1,2.9,-11.1,35.9,31.5,14.9,0.3,10.9,0,17.3,1,16.2
11/29/2019,POR19,POR,19,2,1.1,13,0.2,16.3,26.7,14.4,23.8,0.8,2.1,2,34,32,15.6,0.6,10.6,0,17.6,1.3,16.5
11/29/2019,OKC18,OKC,18,2.7,0.8,11.4,0.1,17.7,28.6,15.2,19.9,0.6,1.7,2.5,34.7,31.9,13.4,0.6,12.1,0,17.9,1.1,17
11/29/2019,DAL25,DAL,25,2,0.3,12.1,0.1,16.5,27,13.1,27.6,0.9,2.4,11.1,38.2,31.5,14.9,0.7,11.5,0,18.8,0.8,15.1
11/29/2019,MIA4,MIA,4,2.3,0.3,12.4,0,19.4,26.1,17.1,23.8,1,3,27,38.8,31,15.6,0.7,16.5,0,20.5,1.5,17.3
11/29/2019,MIL15,MIL,15,2.8,0.4,11.4,0.1,18.4,28,16.2,23.5,1.1,1.5,14.3,37.8,31.2,14.9,0.7,11.2,0,19.3,1.3,19.4
11/29/2019,BKN8,BKN,8,3,0.6,11.4,0.2,17.8,29.6,14.7,22,1.3,2.4,2.5,35.6,32.4,15.6,0.9,13.2,0,18.1,1.8,15.9
11/29/2019,SA24,SA,24,2.8,0.8,12.7,0,16.1,29.6,13.7,29.5,0.8,1.5,15.9,34,31.5,15.3,0.8,12.4,0,17.2,0.9,14.5
11/29/2019,LAL27,LAL,27,2.9,0.8,12.7,0.3,19,27.7,16.4,23.8,0.7,2,35,39.8,33.9,14.9,0.9,13.9,0,20,1.8,17.9
11/30/2019,ATL3,ATL,3,38.8,4.4,31.3,0,77.1,132.7,63.7,119.3,11.9,34.3,-350.4,165.5,152.9,43.2,11.1,48.6,0,82.8,19.4,79.8
11/30/2019,IND13,IND,13,32.8,6.7,41.7,2.2,94.2,113.3,82.5,125.2,6.7,35.8,-22.4,173,148.8,46.2,10.4,74.6,0,99.4,28.3,85.6
11/30/2019,CHA2,CHA,2,31.3,2.2,56.7,0,65,150.6,54.6,130.5,22.4,26.8,-305.7,143.1,150.1,79,8.9,49.7,0,68.4,17.9,58.6
11/30/2019,DEN20,DEN,20,34.3,11.1,58.1,2.2,72,129.7,61.7,99.4,13.4,31.3,-22.4,144.6,151.6,71.6,16.4,51.3,0,75.3,23.9,67.8
11/30/2019,SAC30,SAC,30,32.8,8.9,55.2,4.4,63.7,143.1,57.4,127.8,19.4,34.3,22.4,149.1,151.6,74.6,17.9,36.1,0,71,20.9,68.6
11/30/2019,PHI7,PHI,7,40.3,11.1,41.7,4.4,85.1,114.8,73.7,132.5,8.9,23.9,22.4,177.4,148.8,47.7,17.9,71.3,0,95.4,17.9,74.6
11/30/2019,HOU22,HOU,22,44.7,4.4,58.1,2.2,107.2,132.7,87.1,127.2,19.4,34.3,350.4,235.6,152.9,77.5,13.4,73.1,0,113.3,22.4,106
11/30/2019,MIL15,MIL,15,61.1,6.7,68.6,0,99.4,143.1,83.8,89.5,10.4,19.4,305.7,204.3,150.1,79,10.4,67.8,0,99.6,10.4,97.5
12/1/2019,NY6,NY,6,20.8,11.6,43,0,71.2,105.5,64,97.6,11.1,34.7,-62.5,144.4,132.5,54.1,13.5,42.8,0,78,19.4,75
12/1/2019,SA24,SA,24,27.8,11.6,33.3,0,63.2,122.1,56.8,119.9,13.5,20.8,-236,136,134.9,43,15.3,37.3,0,69.8,11.1,65
12/1/2019,GS26,GS,26,29.1,9.6,43,1.9,59.5,126.3,55,108.7,20.8,23.6,-27.8,133.2,128.9,63.8,11.6,36.2,0,65.9,13.9,61.2
12/1/2019,MIA4,MIA,4,22.2,3.9,48.6,3.9,62.9,131.9,54,114,22.2,23.6,20.8,151.3,135.6,70.8,5.8,45,0,70.4,12.5,59.8
12/1/2019,OKC18,OKC,18,26.4,5.8,58.3,3.9,75.4,112.4,65.1,106.7,9.6,19.4,20.8,148.5,135.8,65.2,9.6,46.2,0,80.2,15.3,78
12/1/2019,LAL27,LAL,27,34.7,5.8,50,1.9,70.2,120.8,63.8,112.7,12.5,19.4,-97.2,138.8,138.2,62.5,12.5,35.9,0,73.8,23.6,76.3
12/1/2019,UTA17,UTA,17,29.1,5.8,50,1.9,67.9,124.9,58.6,100.5,20.8,23.6,-138.8,152.7,144.4,70.8,9.6,51.5,0,74.1,25,63.2
12/1/2019,NO23,NO,23,30.5,13.5,52.7,1.9,76.6,120.8,62.2,124.9,5.8,30.5,-20.8,144.4,135.8,56.9,11.6,62,0,78.8,15.3,62.3
12/1/2019,BKN8,BKN,8,33.3,9.6,54.1,0,71.6,126.3,61.1,104.1,12.5,29.1,-20.8,147.1,135.6,66.6,5.8,46.2,0,75.1,16.7,73.7
12/1/2019,ORL5,ORL,5,29.1,11.1,50,1.9,67,120.8,59,94.7,16.7,27.8,27.8,138.8,128.9,66.6,13.5,46.2,0,71.9,16.7,66.8
12/1/2019,MIN16,MIN,16,30.5,11.6,59.7,1.9,62,118,53.9,119,13.9,29.1,-55.5,148.5,145.1,73.6,13.5,42.5,0,73.8,22.2,62.3
12/1/2019,BOS9,BOS,9,34.7,13.5,38.9,3.9,71.6,129.1,61.2,100.9,22.2,38.9,62.5,156.8,132.5,61.1,9.6,50.8,0,76.5,18,69.4
12/1/2019,DAL25,DAL,25,33.3,1.9,48.6,1.9,71.5,134.6,60.1,100.2,22.2,27.8,97.2,158.2,138.2,70.8,15.3,48.2,0,75.4,18,72.3
12/1/2019,MEM21,MEM,21,37.5,5.8,52.7,3.9,68,138.8,56.9,112.4,16.7,36.1,55.5,159.6,145.1,69.4,11.1,55.5,0,73.3,15.3,57.9
12/1/2019,WAS1,WAS,1,44.4,1.9,43,1.9,70.8,141.6,64,102.9,16.7,40.3,-173.5,173.5,158.8,59.7,13.9,50.9,0,76.1,19.4,69.4
12/1/2019,DET14,DET,14,45.8,9.6,54.1,3.9,94.7,122.1,82,100.2,15.3,19.4,236,183.2,134.9,69.4,9.6,67.2,0,95.5,20.8,90.1
12/1/2019,LAC28,LAC,28,30.5,9.6,58.3,1.9,87.2,130.5,76.8,111,13.9,34.7,173.5,208.2,158.8,72.2,11.1,60.8,0,93.4,22.2,85.1
12/1/2019,TOR10,TOR,10,50,11.1,50,1.9,86.3,124.9,72.5,112.4,13.5,33.3,138.8,180.4,144.4,59.7,19.4,73.3,0,91.2,19.4,72
12/2/2019,NY6,NY,6,15.5,10,33.4,0,43.3,108.6,36.7,79.6,16.7,25.1,-262.5,105,119.3,50.1,5.7,30.5,0,49.7,11.9,41.3
12/2/2019,GS26,GS,26,20.3,11.4,33.4,0,48.9,99,47.5,99.4,21.5,23.9,-149.1,94.2,109.7,54.9,13.1,21,0,53.2,27.4,54.3
12/2/2019,CHI11,CHI,11,23.9,0,34.6,1.4,70,89.5,57.3,102.8,4.3,23.9,41.8,134.8,118.2,38.2,10.7,51.5,0,76.6,21.5,62.8
12/2/2019,UTA17,UTA,17,27.4,11.4,44.1,1.4,58.9,96.6,56,77.5,7.1,31,-53.7,112.1,123.3,50.1,8.5,27.1,0,62.3,22.7,66.7
12/2/2019,SAC30,SAC,30,26.2,7.1,37,0,63.2,99,57.5,101.4,11.9,31,-41.8,126.5,118.2,48.9,10,32.6,0,68.7,21.5,74
12/2/2019,MEM21,MEM,21,27.4,8.5,35.8,0,57.6,106.2,50.9,113,11.4,23.9,-77.5,124.1,117.4,45.3,7.1,31.4,0,63.6,13.1,65.5
12/2/2019,ATL3,ATL,3,25.1,5.7,32.2,0,60.4,106.2,55,111.3,13.1,14.3,149.1,124.1,109.7,45.3,15.5,32.9,0,65,16.7,65.6
12/2/2019,CHA2,CHA,2,32.2,10,46.5,1.4,59.6,100.2,53.9,96.4,16.7,27.4,-29.8,124.1,116.2,63.2,5.7,33.4,0,65,22.7,62.6
12/2/2019,PHI7,PHI,7,28.6,4.3,46.5,1.4,57.7,108.6,48.6,83,11.4,26.2,53.7,122.9,123.3,56.1,14.3,59.6,0,60.8,16.7,44
12/2/2019,IND13,IND,13,37,2.8,42.9,1.4,70.5,105,59.6,103.4,11.4,26.2,77.5,139.6,117.4,52.5,5.7,50.2,0,73.8,17.9,66.8
12/2/2019,PHO29,PHO,29,35.8,10,33.4,1.4,59.6,105,52.8,87.4,10.7,25.1,29.8,130,116.2,44.1,14.3,25.5,0,64.4,10,77.8
12/2/2019,MIL15,MIL,15,35.8,5.7,56.1,1.4,77.7,102.6,66.6,74.6,11.9,27.4,262.5,157.5,119.3,68,10,54.5,0,78.7,15.5,74.8
12/3/2019,CLE12,CLE,12,21.8,11.1,38.1,1.9,63.6,122.6,57.5,97.2,16.3,15,-224.7,128,130.8,54.5,11.1,40.3,0,66.7,17.7,64.8
12/3/2019,NO23,NO,23,27.2,7.4,51.8,0,63.7,128,55,90.8,12.3,25.9,-143,132.1,134.7,64,7.4,36.5,0,65.8,15,69.3
12/3/2019,DEN20,DEN,20,35.4,7.4,38.1,0,59.9,123.9,55.4,128.2,13,34,-61.3,130.8,133.8,47.7,12.3,28.2,0,66.3,15,68.1
12/3/2019,POR19,POR,19,27.2,11.1,50.4,1.9,62.9,123.9,58.4,109,16.3,31.3,-136.2,132.1,134.9,66.7,9.3,35.3,0,67.7,17.7,68.1
12/3/2019,TOR10,TOR,10,34,7.4,53.1,3.7,59.9,123.9,52.4,109.8,12.3,27.2,-74.9,149.8,145.1,65.4,9.3,34.9,0,70,15,68.1
12/3/2019,WAS1,WAS,1,30,5.6,44.9,0,78,121.2,68.9,106.6,9.3,31.3,-47.7,163.4,141.4,51.8,12.3,46.7,0,82.5,13.6,83.2
12/3/2019,LAL27,LAL,27,32.7,9.3,57.2,1.9,68.1,114.4,63.2,90.8,19.1,31.3,61.3,143,133.8,76.3,10.9,39.8,0,73.7,21.8,72.6
12/3/2019,LAC28,LAC,28,34,5.6,51.8,0,75.3,128,62.2,76.3,15,20.4,136.2,159.4,134.9,66.7,13,68.1,0,75.9,13.6,59
12/3/2019,ORL5,ORL,5,35.4,7.4,54.5,1.9,81.7,122.6,69.6,100.9,10.9,24.5,47.7,173,141.4,65.4,5.6,65.9,0,84.9,17.7,71.5
12/3/2019,DAL25,DAL,25,30,10.9,55.8,1.9,74.2,119.9,58.8,116,13.6,19.1,143,160.7,134.7,69.5,9.3,57.5,0,80.4,13.6,60.2
12/3/2019,MIA4,MIA,4,39.5,13,61.3,1.9,71.5,134.8,62,103.8,13.6,36.8,74.9,164.8,145.1,74.9,7.4,53.8,1.9,76.3,15,67
12/3/2019,HOU22,HOU,22,30,13,57.2,3.7,61.3,151.2,51.5,128.6,24.5,40.9,-13.6,181.1,167.6,81.7,15,40,1.9,71.4,23.2,61.3
12/3/2019,DET14,DET,14,44.9,13,49,1.9,86.9,128,74,86.6,13.6,21.8,224.7,173,130.8,62.7,15,70,0,87.3,13.6,76.1
12/3/2019,SA24,SA,24,47.7,10.9,59.9,0,71.9,144.4,64.3,93.7,16.3,36.8,13.6,183.9,167.6,76.3,13.6,59,0,76.5,27.2,66.3
12/4/2019,GS26,GS,26,16,2.4,27.6,0,45.7,69.5,41.2,59.4,4.8,10.7,-66.8,81.1,81.6,33,5.6,34.8,0,47.9,14.3,43.7
12/4/2019,UTA17,UTA,17,17.8,2.4,28.5,0.8,44,74,36.5,65.7,6.4,21.4,-111.4,85.5,87.8,35.6,2.4,40.3,0,46.8,16,34.3
12/4/2019,MIA4,MIA,4,17.8,1.6,28.5,0,47.4,68.6,39.4,57.6,6.4,22.3,-84.6,82.9,82.6,35.6,5.6,32.8,0,49,16,45.7
12/4/2019,IND13,IND,13,16.9,0.8,24.9,0.8,47.1,77.5,43,73.4,8.7,18.7,31.2,95.3,79,34.7,4,33.4,0,50.4,6.4,46.7
12/4/2019,OKC18,OKC,18,22.3,4,25.8,0,48.8,74.8,43.5,80.2,6.4,16.9,-31.2,89.1,79,33,2.4,30.8,0,50.3,8.7,49.2
12/4/2019,DET14,DET,14,22.3,2.4,27.6,1.6,42.1,82.9,37.3,56.7,7.1,16.9,-106.9,91.8,91.8,35.6,4,27.3,0,44.7,8.7,43.7
12/4/2019,PHO29,PHO,29,32.1,0,18.7,0,50.6,78.4,43.6,57.9,6.4,17.8,-62.4,101.6,88.5,25.8,7.9,40.5,0,52.4,11.6,45.4
12/4/2019,MIN16,MIN,16,20.5,5.6,25.8,0,46.1,79.3,37.1,78.9,13.4,18.7,-31.2,101.6,83.6,39.2,4,39.8,0,50.5,10.7,34.9
12/4/2019,ATL3,ATL,3,21.4,7.1,23.2,0.8,51.5,80.2,47.5,55.2,7.1,16.9,-53.5,105.1,92,31.2,6.4,30.8,0,53.1,14.3,54.3
12/4/2019,CHI11,CHI,11,19.6,11.6,35.6,0.8,46.2,68.6,38.2,65,7.9,19.6,31.2,94.4,90.9,44.6,4,35.1,0,50.5,17.8,40.5
12/4/2019,MEM21,MEM,21,21.4,4.8,31.2,0.8,37.2,85.5,34.3,76.4,8.7,24.9,-31.2,88.2,90.9,41,12.5,20.8,0,42,10.7,40.5
12/4/2019,BOS9,BOS,9,18.7,6.4,32.1,0,48.5,70.4,39.5,72.3,7.9,17.8,84.6,99.8,82.6,41,6.4,34.7,0,53.6,7.9,44.6
12/4/2019,DAL25,DAL,25,21.4,4,28.5,0,50.3,82,44.6,69.8,11.6,14.3,31.2,107.8,83.6,40.1,4,26.5,0,52.8,6.4,56.7
12/4/2019,SAC30,SAC,30,23.2,5.6,27.6,0.8,46.9,84.6,41.3,65.8,11.6,15.1,-49,103.4,88.2,39.2,5.6,28.9,0,49.2,7.9,48.2
12/4/2019,CHA2,CHA,2,26.7,5.6,29.4,0,51.2,77.5,41,55.7,8.7,17.8,66.8,94.4,81.6,39.2,8.7,39,0,52.2,11.6,43.4
12/4/2019,ORL5,ORL,5,24.1,5.6,30.3,0.8,58.7,75.7,51.3,71.3,8.7,16.9,62.4,114,88.5,40.1,7.1,49.9,0,60.7,16.9,51.9
12/4/2019,POR19,POR,19,24.9,7.9,33,1.6,58.4,74.8,49.9,72.2,4.8,16,49,113.2,88.2,38.3,4.8,44.6,0,60.9,10.7,53.1
12/4/2019,BKN8,BKN,8,23.2,4.8,31.2,0.8,50.3,90,44.1,79.2,16,17.8,53.5,115.8,92,47.2,6.4,40.3,0,53.1,13.4,45.8
12/4/2019,MIL15,MIL,15,22.3,6.4,40.1,0,50.5,80.2,43.6,82.5,7.9,16,106.9,113.2,91.8,49,5.6,35.6,0,55.5,12.5,48.6
12/4/2019,LAL27,LAL,27,24.1,10.7,33.9,1.6,52.5,80.2,45.5,53.5,6.4,15.1,111.4,107.8,87.8,41,11.6,43,0,53.4,5.6,46.8
12/5/2019,NY6,NY,6,11,1.6,13.4,0,21.8,39.6,19.6,31.1,1.1,3.6,-88.2,43.9,47.1,15.7,2,12.6,0,23.6,3.2,24.3
12/5/2019,PHI7,PHI,7,11.9,1.4,17.2,0.5,29.7,36.7,25.4,35.8,1.8,11.4,-14.3,53.9,47.4,21,1.6,22.1,0,30.8,10,27.2
12/5/2019,WAS1,WAS,1,11.9,0.2,13.4,0.2,24.4,42.9,21.8,38.7,3,4.6,14.3,56.8,47.4,19.6,2,19.4,0,27.3,2.5,22.7
12/5/2019,TOR10,TOR,10,12.9,1.1,15.7,0,23.8,42,20.6,41.7,2.7,10,-23.8,52,48.8,21.5,3.2,14.7,0,26.4,3.9,25.3
12/5/2019,HOU22,HOU,22,13.8,0.5,16.2,0.5,24.8,46.7,19.5,42.7,4.6,11.4,23.8,56.8,48.8,25.8,2.5,19.1,0.2,26.7,10.5,20
12/5/2019,NO23,NO,23,12.9,2,16.2,0.2,28.5,41.5,24.1,36.8,1.4,13.8,-16.7,63,54.9,19.1,3,19.8,0,30.7,11,28
12/5/2019,DEN20,DEN,20,18.1,1.1,18.6,0.2,32.9,41.5,26.9,26.5,2,4.3,88.2,61.5,47.1,22.9,1.8,25.7,0,32.4,3,27.8
12/5/2019,PHO29,PHO,29,14.3,1.4,15.3,0.5,25.7,50.6,22.5,44.2,4.3,13.8,16.7,66.3,54.9,24.3,3.6,18.6,0,28.1,4.1,24.5
12/6/2019,DEN20,DEN,20,15.6,3,25.1,0.7,38.7,81.3,35.9,69.2,10.4,13,-56.2,82.2,82.8,35.5,3.7,14.4,0,40.9,10.4,45.9
12/6/2019,LAC28,LAC,28,15.6,3,31.1,0.7,34.1,81.3,30.4,77.4,10.4,16.4,-121.1,78.7,91.1,41.5,6.7,21.6,0,38.4,18.2,34.9
12/6/2019,CHA2,CHA,2,19.9,4.5,20.8,0,45.8,71.8,37.5,76.3,7.5,13.8,-30.3,90,81.5,29.4,4.5,36.8,0,49.7,16.4,38.2
12/6/2019,CHI11,CHI,11,18.2,1.5,23.4,0,47.1,76.1,38.3,51.9,7.5,17.3,-8.6,84.8,79.7,32,8.2,35.9,0,47.1,12.1,40.5
12/6/2019,BOS9,BOS,9,18.2,3.7,28.5,0,52.8,70.9,46.5,75.7,3,19.9,56.2,93.4,82.8,32,3.7,32.1,0,54.7,13,57.1
12/6/2019,GS26,GS,26,20.8,3,28.5,0,51.2,61.4,46.3,59,4.5,16.4,7.5,86.5,79.7,33.7,6.7,32.4,0,53.7,16.4,53.4
12/6/2019,CLE12,CLE,12,19,5.2,30.3,0,41.7,71.8,36.5,60.6,7.5,16.4,-26,75.3,81,38.9,6.7,25.4,0,43,13.8,44.1
12/6/2019,ORL5,ORL,5,16.4,6.7,28.5,0,38,70.9,33.7,75.3,7.5,11.2,26,80.4,81,37.2,7.5,29.9,0,43.7,14.7,35.6
12/6/2019,POR19,POR,19,17.3,3,26,0.7,44.3,74.4,39.2,74.6,3,21.6,-99.5,97.7,94.6,29.4,6.7,25.4,0,49.4,13,48.3
12/6/2019,IND13,IND,13,20.8,6.7,24.2,0.7,43.8,71.8,39.6,69.2,3.7,15.6,-30.3,87.4,83.7,28.5,6,32.4,0,47.5,8.2,42.6
12/6/2019,WAS1,WAS,1,25.1,3,26,0.7,42.8,78.7,37.1,80.4,6.7,17.3,-38.9,89.1,83.1,33.7,4.5,26.6,0,45.9,8.2,44.9
12/6/2019,SAC30,SAC,30,16.4,2.2,31.1,1.5,37.3,88.2,33.9,72.1,13.8,17.3,-4.3,90,90,45,7.5,22.9,0,40.9,12.1,39.4
12/6/2019,DET14,DET,14,18.2,3.7,32,0.7,43.8,75.3,38.8,63.2,12.1,14.7,30.3,93.4,83.7,44.1,5.2,38.1,0,47.4,14.7,39.1
12/6/2019,MIN16,MIN,16,21.6,1.5,22.5,0,50.4,83,45.1,60.6,7.5,25.1,-51.9,109.9,89.9,31.1,6,29.6,0,52.3,11.2,55.2
12/6/2019,SA24,SA,24,21.6,3.7,33.7,1.5,41.4,83,36.9,61.1,11.2,13.8,3.7,90.8,90,45,7.5,29.8,0,43.9,14.7,40.6
12/6/2019,MIA4,MIA,4,24.2,5.2,33.7,1.5,47.3,74.4,42.2,64.9,8.2,11.2,38.9,96.9,83.1,43.2,4.5,30.9,0.7,50.2,10.4,47.7
12/6/2019,OKC18,OKC,18,16.4,6.7,26,0.7,51.1,76.1,48.2,77.8,6.7,17.3,51.9,120.2,89.9,33.7,6,24,0,57,7.5,54.4
12/6/2019,BKN8,BKN,8,30.3,3.7,29.4,2.2,49.1,76.1,41.3,69.2,13,18.2,30.3,96,81.5,42.4,10.4,34.2,0,50.8,13.8,46.7
12/6/2019,MIL15,MIL,15,25.1,4.5,34.6,0.7,47,81.3,40.5,70.1,11.2,19.9,121.1,102.9,91.1,45.8,8.2,33.6,0,50,13,44.7
12/6/2019,LAL27,LAL,27,22.5,6,36.3,0,54.9,73.5,46.8,70.8,2.2,19.9,99.5,117.6,94.6,38.9,7.5,40.8,0,59.1,13.8,51.2
12/7/2019,NO23,NO,23,4.3,0.5,13.1,0,19.2,44.8,18.1,40.7,2,11.6,-115.7,42.3,51,17.1,1,2.4,0,21.6,3.5,25.6
12/7/2019,CLE12,CLE,12,10.1,0,12.1,0,21,48.3,18.9,38.5,2.8,4.3,-118.2,47.3,51.1,17.6,1,12.9,0,22.8,4.3,22.3
12/7/2019,MEM21,MEM,21,11.6,0.8,11.6,0,29.8,40.7,26.7,32.2,1.3,4.8,-35.2,56.3,49.8,14.1,3.8,14.4,0,30.6,3.5,36.1
12/7/2019,IND13,IND,13,13.1,2.3,18.6,0.3,27.8,42.8,24.2,38.7,1.3,4.3,1.3,52.3,49.9,21.1,1.8,21.6,0,28.9,4,25.6
12/7/2019,PHO29,PHO,29,14.6,0.8,19.1,0.5,24.1,48.3,21,32.3,3.3,12.6,-15.1,54.8,54,25.7,1,15.8,0,25.3,3.8,23.9
12/7/2019,UTA17,UTA,17,16.1,0,16.1,0.5,34,40.2,28.3,47.5,2.3,12.6,35.2,63.4,49.8,20.6,2,28.1,0,36,11.1,28.4
12/7/2019,NY6,NY,6,12.1,1.5,18.6,0.3,23,48.3,20.4,35.9,3.8,3.5,-2.5,51.8,49.9,26.2,2.8,16.2,0,24.6,2.8,22.4
12/7/2019,HOU22,HOU,22,10.6,1.8,20.6,0.5,25.4,45.8,22.7,36.9,2.5,14.1,15.1,57.8,54,25.7,2.5,13.8,0.3,27.8,3.8,29.6
12/7/2019,DAL25,DAL,25,12.6,1,23.6,0.3,30.4,43.3,26.9,40.5,2,4.3,115.7,65.4,51,27.7,2,17.2,0,32.8,3,34.6
12/7/2019,PHI7,PHI,7,21.6,2,20.6,0.3,34.7,45.3,31.8,35,2.5,4,118.2,70.9,51.1,25.7,3.3,21.3,0,35.5,2,36.2
12/8/2019,CHI11,CHI,11,34.1,2.9,56.2,0,89.4,136.2,74.6,138.8,10.2,52.8,-42.6,178.8,168.4,66.4,13.6,61.5,0,97.2,23.8,85.2
12/8/2019,DAL25,DAL,25,40.9,2.9,51.1,0,98.9,146.5,81.2,149,17,18.7,-34.1,180.5,151.2,68.1,8.7,65.7,0,100.8,20.4,97.2
12/8/2019,DEN20,DEN,20,42.6,14.5,51.1,2.9,86.2,151.6,68.8,145.9,11.9,39.2,-25.5,173.7,163.8,63,11.6,73.1,0,91.5,20.4,65.2
12/8/2019,SAC30,SAC,30,40.9,2.9,47.7,0,100.1,144.8,88.2,139.3,11.9,27.2,34.1,187.3,151.2,59.6,11.9,65.1,0,104.1,13.6,103.5
12/8/2019,MIA4,MIA,4,34.1,5.8,56.2,2.9,84.1,131.1,70.8,135.4,17,39.2,42.6,187.3,168.4,73.2,15.3,53.5,0,97.1,29,85.2
12/8/2019,OKC18,OKC,18,20.4,5.8,69.8,2.9,80.2,144.8,70.2,135.2,22.1,37.5,102.2,183.9,159.9,92,11.9,58.6,0,92,17,77.1
12/8/2019,BKN8,BKN,8,42.6,2.9,64.7,2.9,86.2,148.2,78.3,133.3,17,25.5,25.5,178.8,163.8,81.7,14.5,42.6,0,92.1,18.7,95.2
12/8/2019,TOR10,TOR,10,35.8,11.6,49.4,2.9,85.2,149.9,73.6,144.8,22.1,37.5,-51.1,177.1,166.4,71.5,22.1,56.7,0,91.3,30.7,83.6
12/8/2019,POR19,POR,19,27.2,13.6,56.2,2.9,68.1,170.3,61.3,141.9,30.7,44.3,-102.2,163.5,159.9,86.9,11.9,46.5,0,75.6,13.6,68.6
12/8/2019,CHA2,CHA,2,37.5,8.7,52.8,0,79.5,153.3,68.1,141,22.1,29,-127.7,182.2,166.2,74.9,13.6,60.5,0,88.4,18.7,72.2
12/8/2019,WAS1,WAS,1,47.7,8.7,51.1,0,90.9,149.9,77.5,141.9,13.6,37.5,-136.2,202.7,178,64.7,14.5,72.2,0,100.3,22.1,80.6
12/8/2019,MIN16,MIN,16,46,10.2,42.6,0,105.4,143.1,89.2,144.1,10.2,30.7,-144.8,212.9,172.6,52.8,14.5,69,0,111.4,25.5,105.1
12/8/2019,PHI7,PHI,7,52.8,14.5,57.9,2.9,101.3,134.5,86.2,129.8,10.2,30.7,51.1,187.3,166.4,68.1,11.9,74.6,0,106.4,30.7,94.2
12/8/2019,ATL3,ATL,3,47.7,13.6,63,2.9,99.1,155,82.4,160.3,18.7,40.9,127.7,207.8,166.2,81.7,13.6,68.1,0,105.4,22.1,96.2
12/8/2019,LAC28,LAC,28,46,11.6,61.3,2.9,102.9,163.5,88.7,126.2,15.3,44.3,136.2,229.9,178,76.6,13.6,63.9,0,106.4,17,106.4
12/8/2019,LAL27,LAL,27,54.5,2.9,52.8,2.9,112.4,160.1,99.6,153.3,17,32.4,144.8,241.8,172.6,69.8,15.3,77,0,117.3,17,110.9
12/9/2019,CLE12,CLE,12,21,2.7,31.4,1.4,51.2,105.9,46.1,55.2,21,12.8,-128,102.4,110.5,52.4,10.8,26.3,0,51.4,21,56.2
12/9/2019,UTA17,UTA,17,22.1,0,47.7,1.4,52.3,103.6,47,97,9.5,18.6,-81.5,104.8,116.6,55.9,9.5,30,0,55.4,16.3,56.2
